VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
9165,ULTRA BEVERAGE COMPANY LLP,22809,Opici Toscano Twist Neck 12,7.84,13.99,750.0,494,3872.96,395.0,4736.05,2553.87,43.97,68054.7,863.09,18.22,0.8,1.22
7153,PINE STATE TRADING CO,16541,Atamisque Assemblage,22.75,32.99,750.0,170,3867.5,162.0,5344.38,3562.92,17.94,15884.82,1476.88,27.63,0.95,1.38
1128,BROWN-FORMAN CORP,1722,Jack Daniels Sinatra Century,351.55,449.99,1000.0,11,3867.05,48.0,21599.52,19349.57,50.4,68601.68,17732.47,82.1,4.36,5.59
1587,VINEYARD BRANDS INC,34674,Warre's Altano Douro Portuga,5.84,8.99,750.0,661,3860.24,684.0,6149.16,3434.18,75.96,6070.09,2288.92,37.22,1.03,1.59
90047,CRUSH WINES,16310,Mollydooker Scooter Merlot,17.23,25.99,750.0,224,3859.52,271.0,6681.29,4061.87,30.04,1457.73,2821.77,42.23,1.21,1.73
10754,PERFECTA WINES,27011,Bouchard Aine & Fils Mersult,36.36,55.99,750.0,106,3854.16,58.0,3247.42,1287.77,6.47,28720.52,-606.74,-18.68,0.55,0.84
9165,ULTRA BEVERAGE COMPANY LLP,25527,Masi Mazzano Amarone 03,101.34,149.99,750.0,38,3850.92,28.0,4199.72,2249.85,3.12,68054.7,348.8,8.31,0.74,1.09
9744,FREDERICK WILDMAN & SONS,18237,M Abbona Dogliani Papa Celso,16.89,24.99,750.0,228,3850.92,108.0,2698.92,1899.24,11.95,3999.93,-1152.0,-42.68,0.47,0.7
4425,MARTIGNETTI COMPANIES,26854,Eric Kent Green Acres Chard,29.13,43.99,750.0,132,3845.16,24.0,1055.76,483.89,2.67,144929.24,-2789.4,-264.21,0.18,0.27
3252,E & J GALLO WINERY,15401,Red Rock Pnt Nr,5.84,8.99,750.0,658,3842.72,735.0,7181.65,4238.67,81.54,61966.91,3338.93,46.49,1.12,1.87
4425,MARTIGNETTI COMPANIES,16653,Quintessa Rutherford Red,96.02,144.99,750.0,40,3840.8,71.0,10294.29,5074.65,7.93,144929.24,6453.49,62.69,1.78,2.68
4425,MARTIGNETTI COMPANIES,25563,Elvio Cogno Barbera D'Alba B,21.56,32.99,750.0,178,3837.68,181.0,5971.19,2837.14,20.14,144929.24,2133.51,35.73,1.02,1.56
90017,THE IMPORTED GRAPE LLC,10870,Bouza Tannat Las Violetas,10.45,18.99,750.0,367,3835.15,301.0,5664.99,2771.52,33.49,80.03,1829.84,32.3,0.82,1.48
9552,M S WALKER INC,25689,Nisia 13 O V Verdejo Rueda,6.03,8.99,750.0,636,3835.08,624.0,5609.76,2013.76,69.69,55551.82,1774.68,31.64,0.98,1.46
10754,PERFECTA WINES,38103,Canyon Oaks Cab Svgn Cal,7.94,11.99,1500.0,483,3835.02,473.0,5671.27,1019.15,106.32,28720.52,1836.25,32.38,0.98,1.48
6359,OLE SMOKY DISTILLERY LLC,1905,Ole Smoky Margrita Moonshine,12.77,16.99,750.0,300,3831.0,295.0,5012.05,3482.95,232.5,1922.0,1181.05,23.56,0.98,1.31
6785,PALM BAY INTERNATIONAL INC,23156,Bertani Amarone Valpolicell,58.82,99.99,750.0,65,3823.3,88.0,8799.12,5299.47,9.79,13605.41,4975.82,56.55,1.35,2.3
9165,ULTRA BEVERAGE COMPANY LLP,25812,Ch Rombeau Elise 11,10.95,15.99,750.0,349,3821.55,223.0,3565.77,2286.57,24.7,68054.7,-255.78,-7.17,0.64,0.93
4425,MARTIGNETTI COMPANIES,29955,Lindemans Bin 99 Pnt Nr,5.26,7.99,750.0,725,3813.5,676.0,5577.24,3008.34,75.16,144929.24,1763.74,31.62,0.93,1.46
8320,SHAW ROSS INT L IMP LTD,44761,Gekkeikan Sake Zipang Spklg,3.68,5.49,250.0,1036,3812.48,1025.0,5627.25,2157.57,39.27,3151.92,1814.77,32.25,0.99,1.48
3252,E & J GALLO WINERY,26811,Canyon Rd Merlot Cal,3.19,4.79,750.0,1194,3808.86,1194.0,5719.26,775.98,134.14,61966.91,1910.4,33.4,1.0,1.5
5992,MCCORMICK DISTILLING CO,604,McCormick Silver Rum,5.14,6.99,1000.0,741,3808.74,794.0,5550.06,2355.63,833.7,1567.85,1741.32,31.37,1.07,1.46
10754,PERFECTA WINES,26464,Golan Heights Yarden Svgn Bl,12.33,18.99,750.0,308,3797.64,178.0,3202.22,1741.04,19.78,28720.52,-595.42,-18.59,0.58,0.84
1392,CONSTELLATION BRANDS INC,693,Svedka Vanilla Vodka,9.35,12.99,1000.0,406,3796.1,420.0,5455.8,3715.14,441.0,79528.99,1659.7,30.42,1.03,1.44
9165,ULTRA BEVERAGE COMPANY LLP,2098,Snake River Stampede Whisky,16.29,29.99,750.0,233,3795.57,538.0,11697.62,6243.11,424.06,68054.7,7902.05,67.55,2.31,3.08
9165,ULTRA BEVERAGE COMPANY LLP,25411,Artesa Rsv Chard,26.17,38.99,750.0,145,3794.65,128.0,2724.72,1590.31,14.26,68054.7,-1069.93,-39.27,0.88,0.72
3924,HEAVEN HILL DISTILLERIES,3930,Deep Eddy Vodka,12.11,15.99,750.0,313,3790.43,642.0,9351.58,4748.76,505.92,14069.87,5561.15,59.47,2.05,2.47
3960,DIAGEO NORTH AMERICA INC,3564,Ciroc Amaretto Vodka,36.08,47.99,1750.0,105,3788.4,220.0,10929.8,7019.59,404.48,257032.07,7141.4,65.34,2.1,2.89
10754,PERFECTA WINES,43481,Peter Paul Cab Svgn Napa,21.99,34.99,750.0,172,3782.28,86.0,2919.14,1283.62,9.59,28720.52,-863.14,-29.57,0.5,0.77
4425,MARTIGNETTI COMPANIES,26381,Orin Swift Mannequin Chard,19.59,28.99,750.0,193,3780.87,193.0,5595.07,2927.99,21.45,144929.24,1814.2,32.42,1.0,1.48
9815,WINE GROUP INC,11749,Almaden Pnt Grigio B/B,10.8,17.99,5000.0,350,3780.0,329.0,5560.71,2482.53,246.75,27100.41,1780.71,32.02,0.94,1.47
7153,PINE STATE TRADING CO,43232,Fat Bastard Cab Svgn,6.57,10.99,750.0,575,3777.75,625.0,6877.75,4455.95,69.25,15884.82,3100.0,45.07,1.09,1.82
3960,DIAGEO NORTH AMERICA INC,915,Smirnoff Citrus Vodka,10.98,14.49,1000.0,344,3777.12,346.0,5013.54,681.03,363.3,257032.07,1236.42,24.66,1.01,1.33
9552,M S WALKER INC,15476,Vietti Barolo Castiglione,33.11,49.99,750.0,114,3774.54,124.0,6198.76,4399.12,13.71,55551.82,2424.22,39.11,1.09,1.64
653,STATE WINE & SPIRITS,20343,Milbrandt Traditions Cab Svg,9.58,14.99,750.0,394,3774.52,371.0,5382.29,3633.5,41.11,8014.98,1607.77,29.87,0.94,1.43
9552,M S WALKER INC,10267,Klinker Brick Old Ghst Znfdl,24.65,39.99,750.0,153,3771.45,152.0,5706.48,3543.07,16.9,55551.82,1935.03,33.91,0.99,1.51
9552,M S WALKER INC,26046,Dievole Chianti Classico,11.64,16.99,750.0,324,3771.36,0.0,0.0,0.0,0.0,55551.82,-3771.36,0.0,0.0,0.0
4425,MARTIGNETTI COMPANIES,26869,Olivier Chanzy Les Morgeots,71.13,105.99,750.0,53,3769.89,39.0,4133.61,2649.75,4.32,144929.24,363.72,8.8,0.74,1.1
8004,SAZERAC CO INC,1591,Carstairs White Seal,9.92,12.99,1750.0,380,3769.6,394.0,5118.06,1000.23,723.64,50293.62,1348.46,26.35,1.04,1.36
10754,PERFECTA WINES,25256,Ch St Louis Vieux Galvesse L,11.1,16.99,750.0,339,3762.9,310.0,5266.9,3058.2,34.41,28720.52,1504.0,28.56,0.91,1.4
4425,MARTIGNETTI COMPANIES,25535,Ch de Reynaud Cotes du Bourg,12.25,18.99,750.0,307,3760.75,230.0,4367.7,3190.32,25.43,144929.24,606.95,13.9,0.75,1.16
10754,PERFECTA WINES,27289,Ch Plaisance Alix CdBrdx 12,11.18,16.99,750.0,336,3756.48,44.0,747.56,560.67,4.87,28720.52,-3008.92,-402.5,0.13,0.2
1392,CONSTELLATION BRANDS INC,15748,Rioja Vega Tempranillo Garna,5.44,8.99,750.0,690,3753.6,1033.0,9628.67,6408.13,114.4,79528.99,5875.07,61.02,1.5,2.57
10754,PERFECTA WINES,10163,Andre Bjls Vlgs La Treille,9.2,13.99,750.0,408,3753.6,212.0,2795.88,2196.34,23.41,28720.52,-957.72,-34.25,0.52,0.74
10754,PERFECTA WINES,16657,Dom Bousquet Chardonnay,7.23,10.99,750.0,519,3752.37,573.0,6402.27,3096.24,63.81,28720.52,2649.9,41.39,1.1,1.71
4848,LAIRD & CO,4994,Laird's Jersey Lightning,15.62,19.99,750.0,240,3748.8,13.0,259.87,239.88,10.26,1043.69,-3488.93,-1342.57,0.05,0.07
9552,M S WALKER INC,32679,Pepperwood Grove Merlot Cal,5.44,7.99,750.0,689,3748.16,975.0,7290.25,3762.92,108.47,55551.82,3542.09,48.59,1.42,1.95
3960,DIAGEO NORTH AMERICA INC,202,Ketel One Citroen Vodka,22.3,28.99,1000.0,168,3746.4,197.0,5711.03,2927.99,206.85,257032.07,1964.63,34.4,1.17,1.52
4425,MARTIGNETTI COMPANIES,14471,De Loach Merlot Cal,6.49,11.99,750.0,577,3744.73,747.0,7714.53,4781.32,82.89,144929.24,3969.8,51.46,1.29,2.06
9165,ULTRA BEVERAGE COMPANY LLP,13602,Frescobaldi Mormoreto Cab Sv,29.72,65.99,750.0,126,3744.72,165.0,10294.35,3673.41,18.42,68054.7,6549.63,63.62,1.31,2.75
9552,M S WALKER INC,42167,Tempranillo Vente Mazzaron,8.6,14.99,750.0,435,3741.0,379.0,5433.21,3891.3,41.92,55551.82,1692.21,31.15,0.87,1.45
9552,M S WALKER INC,22008,Schmitt Sohne Kabinett Mchls,8.78,12.99,750.0,426,3740.28,394.0,5118.06,2857.8,43.77,55551.82,1377.78,26.92,0.92,1.37
17037,Dunn Wine Brokers,22813,Angels Landing Cab Svgn,12.98,19.99,750.0,288,3738.24,241.0,4817.59,3438.28,26.66,358.03,1079.35,22.4,0.84,1.29
2000,SOUTHERN WINE & SPIRITS NE,23534,Zenato Alanera Rosso Verones,10.38,19.99,750.0,360,3736.8,226.0,3968.74,2265.7,25.15,19016.59,231.94,5.84,0.63,1.06
9165,ULTRA BEVERAGE COMPANY LLP,23386,Dom Roux Bourgogne Pnt Nr,12.58,19.99,750.0,297,3736.26,288.0,5725.12,4349.81,31.82,68054.7,1988.86,34.74,0.97,1.53
12546,JIM BEAM BRANDS COMPANY,3404,Skinnygirl Vodka,13.33,19.99,750.0,280,3732.4,657.0,10058.93,5186.65,517.54,123880.97,6326.53,62.89,2.35,2.7
10754,PERFECTA WINES,3145,Smoked Salmon Alaska Vodka,29.62,39.99,750.0,126,3732.12,43.0,1719.57,1359.66,33.91,28720.52,-2012.55,-117.04,0.34,0.46
90047,CRUSH WINES,10863,Sea Smoke Southing Pnt Nr,43.33,64.99,750.0,86,3726.38,72.0,4679.28,3184.51,7.97,1457.73,952.9,20.36,0.84,1.26
4425,MARTIGNETTI COMPANIES,14974,Mantane Primitivo Puglio,8.9,12.99,750.0,418,3720.2,422.0,6205.78,2730.16,47.15,144929.24,2485.58,40.05,1.01,1.67
9552,M S WALKER INC,27750,Wind Gap 14 Pinot Noir Sonom,22.14,32.99,750.0,168,3719.52,13.0,428.87,164.95,1.46,55551.82,-3290.65,-767.28,0.08,0.12
10754,PERFECTA WINES,16553,Zestos Garnacha,6.7,9.99,750.0,555,3718.5,549.0,5685.51,3358.78,60.95,28720.52,1967.01,34.6,0.99,1.53
4425,MARTIGNETTI COMPANIES,25886,Storybook Mt Znfdl Mayacamas,24.13,34.99,750.0,154,3716.02,115.0,4023.85,2799.2,12.76,144929.24,307.83,7.65,0.75,1.08
9165,ULTRA BEVERAGE COMPANY LLP,16961,CastelGiocondo 10 Brun Montl,38.7,65.99,750.0,96,3715.2,74.0,4883.26,1451.78,8.28,68054.7,1168.06,23.92,0.77,1.31
12546,JIM BEAM BRANDS COMPANY,254,DeKuyper Root Beer Schnapps,8.79,10.99,1000.0,422,3709.38,431.0,4736.69,3857.49,452.55,123880.97,1027.31,21.69,1.02,1.28
9165,ULTRA BEVERAGE COMPANY LLP,22599,Antica Fratta Franciacorta B,18.91,29.99,750.0,196,3706.36,362.0,6680.38,3528.69,40.29,68054.7,2974.02,44.52,1.85,1.8
1703,ALISA CARR BEVERAGES,90010,Ch Smith Haut Lafitte 12,61.74,91.99,750.0,60,3704.4,98.0,9015.02,3771.59,10.92,172.0,5310.62,58.91,1.63,2.43
4425,MARTIGNETTI COMPANIES,18095,Layer Cake Garnacha,10.38,15.99,750.0,356,3695.28,443.0,7191.57,4785.05,49.04,144929.24,3496.29,48.62,1.24,1.95
9165,ULTRA BEVERAGE COMPANY LLP,16781,Mica Cab Svgn,44.51,65.99,750.0,83,3694.33,132.0,9008.68,5784.15,14.64,68054.7,5314.35,58.99,1.59,2.44
8352,LUXCO INC,3793,Pearl Vodka PET,11.8,17.99,1750.0,313,3693.4,834.0,11463.66,7358.72,1532.96,10261.6,7770.26,67.78,2.66,3.1
2000,SOUTHERN WINE & SPIRITS NE,24121,Willamette Vly Dijon Chard,14.09,20.99,750.0,262,3691.58,74.0,1553.26,1238.41,8.17,19016.59,-2138.32,-137.67,0.28,0.42
516,BANFI PRODUCTS CORP,17063,Ch Tanunda Gr Barossa Cab Sv,10.66,15.99,750.0,346,3688.36,265.0,4326.35,2733.33,29.38,8510.41,637.99,14.75,0.77,1.17
9165,ULTRA BEVERAGE COMPANY LLP,10733,A Bichot Macon-Villages,8.16,12.99,750.0,452,3688.32,268.0,3372.32,2064.37,29.73,68054.7,-316.0,-9.37,0.59,0.91
9552,M S WALKER INC,26814,Simonnet-Febvre 14 Chablis,10.96,16.99,750.0,336,3682.56,43.0,730.57,492.71,4.77,55551.82,-2951.99,-404.07,0.13,0.2
653,STATE WINE & SPIRITS,16757,Cardamaro Vino Amaro,11.76,17.99,750.0,313,3680.88,291.0,5836.09,4531.73,32.15,8014.98,2155.21,36.93,0.93,1.59
1392,CONSTELLATION BRANDS INC,14704,Rex Goliath Free Range Red,3.94,7.99,750.0,934,3679.96,932.0,5864.68,3498.51,103.36,79528.99,2184.72,37.25,1.0,1.59
653,STATE WINE & SPIRITS,24782,Casa Silva Los Lingues Cab S,10.95,19.99,750.0,336,3679.2,623.0,9961.77,5788.38,69.17,8014.98,6282.57,63.07,1.85,2.71
516,BANFI PRODUCTS CORP,22077,C Y Toro Casa Diablo Chard,6.07,9.99,750.0,606,3678.42,728.0,7148.72,3179.77,81.1,8510.41,3470.3,48.54,1.2,1.94
9165,ULTRA BEVERAGE COMPANY LLP,1505,Cleveland Christmas Bourbon,20.43,27.99,750.0,180,3677.4,423.0,11191.77,4858.13,333.3,68054.7,7514.37,67.14,2.35,3.04
10000,MAJESTIC FINE WINES,21367,KJ Est 12 Chard Camelot High,20.4,29.99,750.0,180,3672.0,166.0,4978.34,3718.76,18.36,17587.59,1306.34,26.24,0.92,1.36
9552,M S WALKER INC,29620,Schmitt Sohne Kabinett,8.38,12.99,750.0,438,3670.44,417.0,5416.83,3780.09,46.13,55551.82,1746.39,32.24,0.95,1.48
9165,ULTRA BEVERAGE COMPANY LLP,23385,Dom Roux Bourgogne Chard,12.74,19.99,750.0,288,3669.12,254.0,5021.46,3857.05,28.05,68054.7,1352.34,26.93,0.88,1.37
8112,MOET HENNESSY USA INC,6044,Glenmorangie 25 Yr Old,523.43,669.99,750.0,7,3664.01,5.0,3349.95,3349.95,3.95,48347.26,-314.06,-9.38,0.71,0.91
6785,PALM BAY INTERNATIONAL INC,26682,Feudi d San Gregorio Patrimo,34.24,49.99,750.0,107,3663.68,64.0,3199.36,549.89,7.18,13605.41,-464.32,-14.51,0.6,0.87
9552,M S WALKER INC,2180,Stirk's Small Batch Gin,30.53,39.99,750.0,120,3663.6,0.0,0.0,0.0,0.0,55551.82,-3663.6,0.0,0.0,0.0
653,STATE WINE & SPIRITS,19935,Cielo Pnt Grigio,5.26,7.99,750.0,695,3655.7,725.0,5792.75,727.09,81.48,8014.98,2137.05,36.89,1.04,1.58
4425,MARTIGNETTI COMPANIES,21734,Gr Montmirail Muscat Venise,13.69,19.99,375.0,267,3655.23,263.0,5257.37,4117.94,15.4,144929.24,1602.14,30.47,0.99,1.44
7154,PREMIER DISTRIBUTORS,23512,Plantaze Krstac Montenegro W,7.41,11.49,750.0,493,3653.13,392.0,4504.08,1505.19,43.88,432.37,850.95,18.89,0.8,1.23
9165,ULTRA BEVERAGE COMPANY LLP,23265,Frescobaldi Monte Chianti Rs,26.84,39.99,750.0,136,3650.24,71.0,2839.29,959.76,7.94,68054.7,-810.95,-28.56,0.52,0.78
4425,MARTIGNETTI COMPANIES,41614,Ridge Pagoni Ranch Znfdl,24.99,36.99,750.0,146,3648.54,120.0,4564.8,3536.07,13.24,144929.24,916.26,20.07,0.82,1.25
9552,M S WALKER INC,25030,Cardinale 12 Cab Svgn Napa,152.02,224.99,750.0,24,3648.48,6.0,1499.94,249.99,0.68,55551.82,-2148.54,-143.24,0.25,0.41
9165,ULTRA BEVERAGE COMPANY LLP,22601,Jos Phelps Insignia 11,121.61,179.99,750.0,30,3648.3,63.0,11339.37,6119.66,7.02,68054.7,7691.07,67.83,2.1,3.11
3960,DIAGEO NORTH AMERICA INC,910,Goldschlager Cinnamon Schnps,17.29,22.99,1000.0,211,3648.19,211.0,4850.89,3149.63,221.55,257032.07,1202.7,24.79,1.0,1.33
9165,ULTRA BEVERAGE COMPANY LLP,36101,Carpineto Brunello Montalci,37.58,55.99,750.0,97,3645.26,103.0,5813.97,4117.27,11.39,68054.7,2168.71,37.3,1.06,1.59
1392,CONSTELLATION BRANDS INC,16948,Rex Goliath Malbec,3.89,7.99,750.0,937,3644.93,1024.0,6435.76,3624.27,113.75,79528.99,2790.83,43.36,1.09,1.77
10754,PERFECTA WINES,27287,Ch Rauzan-Segla Gr Cru 08 Ma,55.17,79.99,750.0,66,3641.22,65.0,5199.35,1439.82,7.29,28720.52,1558.13,29.97,0.98,1.43
10754,PERFECTA WINES,25653,Ca'Momi Chard Rsv Napa,19.73,29.99,750.0,184,3630.32,147.0,4408.53,3238.92,16.26,28720.52,778.21,17.65,0.8,1.21
3252,E & J GALLO WINERY,39209,Barefoot Syrah Cal,7.53,10.99,1500.0,482,3629.46,467.0,5108.89,3247.98,104.32,61966.91,1479.43,28.96,0.97,1.41
653,STATE WINE & SPIRITS,18774,Rob Stuart Vignette Pinot Nr,17.23,26.99,750.0,210,3618.3,142.0,3636.58,1799.3,15.79,8014.98,18.28,0.5,0.68,1.01
7153,PINE STATE TRADING CO,46816,Alexander Vly Vyds Gewurz,6.8,9.99,750.0,532,3617.6,517.0,5164.83,3496.5,57.24,15884.82,1547.23,29.96,0.97,1.43
8673,STE MICHELLE WINE ESTATES,26063,Columbia Crest Red Grand Est,8.49,12.99,750.0,426,3616.74,183.0,1834.17,1151.85,20.31,15919.7,-1782.57,-97.19,0.43,0.51
9552,M S WALKER INC,26815,Louis Latour 14 Chass-Mont B,43.04,64.99,750.0,84,3615.36,10.0,649.9,454.93,1.11,55551.82,-2965.46,-456.29,0.12,0.18
10754,PERFECTA WINES,27094,Corvo Terrae Dei Nero d'Avol,5.51,7.99,750.0,656,3614.56,446.0,3563.54,822.97,50.08,28720.52,-51.02,-1.43,0.68,0.99
653,STATE WINE & SPIRITS,24775,J Bouchon Canto Sur,8.9,14.99,750.0,406,3613.4,271.0,3520.29,1727.67,30.23,8014.98,-93.11,-2.64,0.67,0.97
4425,MARTIGNETTI COMPANIES,13651,Fontanafredda Briccotondo,9.03,13.99,750.0,400,3612.0,415.0,5805.85,3329.62,46.09,144929.24,2193.85,37.79,1.04,1.61
4425,MARTIGNETTI COMPANIES,25226,Il Molino di Grace Chianti C,28.66,42.99,750.0,126,3611.16,74.0,3181.26,2235.48,8.2,144929.24,-429.9,-13.51,0.59,0.88
9552,M S WALKER INC,25484,Finca Sandoval Tinto Manchue,11.99,17.99,750.0,301,3608.99,297.0,5343.03,2032.87,33.2,55551.82,1734.04,32.45,0.99,1.48
10754,PERFECTA WINES,23762,Ch Margaux 12 Margaux,360.54,529.99,750.0,10,3605.4,9.0,4769.91,1589.97,1.02,28720.52,1164.51,24.41,0.9,1.32
8735,SURVILLE ENTERPRISES CORP,17341,Lobster & Shrimp Muscadet,3.86,7.99,750.0,934,3605.24,923.0,8856.77,5058.79,102.58,263.32,5251.53,59.29,0.99,2.46
3664,WILLIAM GRANT & SONS INC,975,Drambuie,26.31,34.99,1000.0,137,3604.47,135.0,4723.65,2869.18,141.75,30234.42,1119.18,23.69,0.99,1.31
1587,VINEYARD BRANDS INC,15059,Cono Sur Organic Chard,6.2,8.99,750.0,581,3602.2,594.0,6143.06,3429.69,65.98,6070.09,2540.86,41.36,1.02,1.71
10754,PERFECTA WINES,35990,La Clarte de Haut Brion 10,73.5,154.99,750.0,49,3601.5,70.0,7769.3,1442.87,7.87,28720.52,4167.8,53.64,1.43,2.16
10754,PERFECTA WINES,15688,Cheval Blanc St Emilion 08,299.99,499.99,750.0,12,3599.88,16.0,7199.84,2699.94,1.78,28720.52,3599.96,50.0,1.33,2.0
9165,ULTRA BEVERAGE COMPANY LLP,26259,CastelGiocondo 11 Brun Montl,42.85,65.99,750.0,84,3599.4,14.0,923.86,659.9,1.55,68054.7,-2675.54,-289.6,0.17,0.26
9165,ULTRA BEVERAGE COMPANY LLP,34694,Valley of the Moon Pnt Bl,9.67,15.99,750.0,372,3597.24,341.0,5314.59,3513.75,37.8,68054.7,1717.35,32.31,0.92,1.48
3252,E & J GALLO WINERY,17487,The Naked Grape Harvest Red,4.6,6.99,750.0,782,3597.2,750.0,4817.5,3102.23,83.12,61966.91,1220.3,25.33,0.96,1.34
9815,WINE GROUP INC,36209,Big House White,5.15,7.99,750.0,698,3594.7,681.0,5104.19,3359.52,75.46,27100.41,1509.49,29.57,0.98,1.42
3960,DIAGEO NORTH AMERICA INC,3757,Ketel One 325 Commemorative,21.63,28.99,1000.0,166,3590.58,538.0,15596.62,8725.99,564.9,257032.07,12006.04,76.98,3.24,4.34
90047,CRUSH WINES,13594,Bliss Chard,8.16,11.99,750.0,440,3590.4,444.0,5570.56,4073.74,49.06,1457.73,1980.16,35.55,1.01,1.55
4425,MARTIGNETTI COMPANIES,22345,Rioja Bordon Gran Rsva Tempr,14.83,24.99,750.0,242,3588.86,212.0,5297.88,3373.65,23.52,144929.24,1709.02,32.26,0.88,1.48
4425,MARTIGNETTI COMPANIES,26849,Seven Daughters Pnt Nr 4 Pk,9.67,14.99,1000.0,371,3587.57,132.0,1978.68,1124.25,19.8,144929.24,-1608.89,-81.31,0.36,0.55
4425,MARTIGNETTI COMPANIES,43152,Ramey Chard Sonoma Coast,24.67,37.99,750.0,145,3577.15,112.0,4254.88,2811.26,12.37,144929.24,677.73,15.93,0.77,1.19
9165,ULTRA BEVERAGE COMPANY LLP,25528,Masi Campo Torbe Amarone 00,79.46,119.99,750.0,45,3575.7,31.0,3719.69,2399.8,3.44,68054.7,143.99,3.87,0.69,1.04
4425,MARTIGNETTI COMPANIES,45090,Norton Malbec Mendoza,8.05,11.99,750.0,444,3574.2,462.0,5539.38,3573.02,51.16,144929.24,1965.18,35.48,1.04,1.55
17035,PERNOD RICARD USA,8717,Sandeman Rainwater Madeira,10.06,16.99,750.0,355,3571.3,296.0,4739.04,3673.71,32.74,123780.22,1167.74,24.64,0.83,1.33
516,BANFI PRODUCTS CORP,23172,Castello Banfi Brun Montalcn,20.4,32.99,375.0,175,3570.0,289.0,8832.11,4369.57,16.56,8510.41,5262.11,59.58,1.65,2.47
1128,BROWN-FORMAN CORP,3722,Finlandia Grapefruit Fusion,9.02,14.99,750.0,395,3562.9,362.0,4519.88,1735.61,285.04,68601.68,956.98,21.17,0.92,1.27
3252,E & J GALLO WINERY,13620,Columbia Winery Cab Svgn,5.33,13.99,750.0,668,3560.44,591.0,8262.89,4849.33,65.58,61966.91,4702.45,56.91,0.88,2.32
9165,ULTRA BEVERAGE COMPANY LLP,25896,JeanJean Mas de Lunes 12,10.66,15.99,750.0,334,3560.44,143.0,2286.57,1135.29,15.93,68054.7,-1273.87,-55.71,0.43,0.64
4425,MARTIGNETTI COMPANIES,23432,Perrusset Macon Villages,10.59,15.99,750.0,336,3558.24,177.0,2830.23,1886.82,19.57,144929.24,-728.01,-25.72,0.53,0.8
4425,MARTIGNETTI COMPANIES,26850,Seven Daughters Moscato 4 Pk,9.99,14.99,1000.0,356,3556.44,313.0,4691.87,3117.92,46.95,144929.24,1135.43,24.2,0.88,1.32
516,BANFI PRODUCTS CORP,6547,Walnut Crest Cab Svgn Rapel,6.8,11.99,1500.0,523,3556.4,525.0,5432.75,3026.05,117.2,8510.41,1876.35,34.54,1.0,1.53
90053,INCREDIBREW INC,21783,Grape Time Winery Amarone,8.7,13.49,750.0,408,3549.6,380.0,5126.2,3669.28,42.09,124.44,1576.6,30.76,0.93,1.44
1392,CONSTELLATION BRANDS INC,6698,Clos du Bois Marlstone,29.33,46.99,750.0,121,3548.93,182.0,8340.18,5075.9,20.2,79528.99,4791.25,57.45,1.5,2.35
1392,CONSTELLATION BRANDS INC,21861,Diseno Red Blend Mendoza,6.62,9.99,750.0,536,3548.32,668.0,6982.32,4127.96,74.07,79528.99,3434.0,49.18,1.25,1.97
4425,MARTIGNETTI COMPANIES,25007,St Supery Elu Meritage Red,36.18,54.99,750.0,98,3545.64,71.0,3904.29,2804.49,7.84,144929.24,358.65,9.19,0.72,1.1
9165,ULTRA BEVERAGE COMPANY LLP,41820,Cesari Sangioves Romagna RS,12.98,19.99,750.0,272,3530.56,266.0,4945.34,1171.37,29.81,68054.7,1414.78,28.61,0.98,1.4
3664,WILLIAM GRANT & SONS INC,2846,Balvenie Tun 1509 Batch 3 SB,294.11,399.99,750.0,12,3529.32,5.0,1999.95,1599.96,3.94,30234.42,-1529.37,-76.47,0.42,0.57
4425,MARTIGNETTI COMPANIES,24678,Olivier Chanzy Chard VdFranc,9.8,14.99,750.0,360,3528.0,113.0,1693.87,1199.2,12.47,144929.24,-1834.13,-108.28,0.31,0.48
4425,MARTIGNETTI COMPANIES,23351,Renwood California Znfdl,4.89,10.99,750.0,721,3525.69,836.0,6094.44,1414.26,93.79,144929.24,2568.75,42.15,1.16,1.73
4425,MARTIGNETTI COMPANIES,46402,Tamari RSV Malbec Mendoza,5.47,7.99,750.0,644,3522.68,413.0,5604.87,3345.5,45.83,144929.24,2082.19,37.15,0.64,1.59
4425,MARTIGNETTI COMPANIES,15235,Common Man Pnt Grigio,5.99,8.99,750.0,588,3522.12,540.0,4854.6,368.59,60.75,144929.24,1332.48,27.45,0.92,1.38
9165,ULTRA BEVERAGE COMPANY LLP,15171,Cecchi Litorale Vermentino,9.33,14.99,750.0,377,3517.41,305.0,4416.95,2485.29,33.85,68054.7,899.54,20.37,0.81,1.26
1392,CONSTELLATION BRANDS INC,261,Svedka Citron Vodka,9.99,12.99,1000.0,352,3516.48,330.0,4286.7,2572.02,346.5,79528.99,770.22,17.97,0.94,1.22
7153,PINE STATE TRADING CO,22010,LiDestri Red Sangria,5.99,8.99,1500.0,587,3516.13,484.0,4351.16,3578.02,107.31,15884.82,835.03,19.19,0.82,1.24
8892,TRINCHERO FAMILY ESTATES,33216,Sycamore Lane Wh Znfdl Cal,5.86,8.49,1500.0,598,3504.28,570.0,4839.3,1443.3,127.99,11595.97,1335.02,27.59,0.95,1.38
