VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
4425,MARTIGNETTI COMPANIES,35375,Hess Allomi Cab Svgn,19.73,31.99,750.0,3056,60294.88,2863.0,88957.37,52817.02,317.9,144929.24,28662.49,32.22,0.94,1.48
8112,MOET HENNESSY USA INC,26285,Moet & Chandon Imperial,45.45,79.99,1500.0,1326,60266.7,1562.0,115389.38,81108.05,347.46,48347.26,55122.68,47.77,1.18,1.91
4425,MARTIGNETTI COMPANIES,25994,Rodney Strong Merlot Sonoma,11.72,16.99,750.0,5139,60229.08,4150.0,67047.42,34631.25,461.95,144929.24,6818.34,10.17,0.81,1.11
1392,CONSTELLATION BRANDS INC,7159,Ruffino Chianti,4.72,6.99,750.0,12751,60184.72,12684.0,93696.16,37614.36,1416.35,79528.99,33511.44,35.77,0.99,1.56
2561,EDRINGTON AMERICAS,2945,The Macallan Rare Cask,213.17,299.99,750.0,282,60113.94,214.0,64147.86,54248.19,168.86,9654.5,4033.92,6.29,0.76,1.07
3960,DIAGEO NORTH AMERICA INC,8893,Yukon Jack,12.68,16.99,750.0,4739,60090.52,4758.0,80838.42,68452.71,3753.3,257032.07,20747.9,25.67,1.0,1.35
7239,REMY COINTREAU USA INC,4898,Mount Gay Extra Old Rum,29.84,39.99,750.0,2013,60067.92,1335.0,54170.65,38524.51,1052.64,16978.67,-5897.27,-10.89,0.66,0.9
12546,JIM BEAM BRANDS COMPANY,3945,Sauza Conmemorativo,13.84,17.99,750.0,4335,59996.4,4270.0,76817.3,51829.19,3365.69,123880.97,16820.9,21.9,0.99,1.28
17035,PERNOD RICARD USA,3731,Absolut Apeach,13.38,16.99,750.0,4478,59915.64,4397.0,77440.03,59550.23,3466.42,123780.22,17524.39,22.63,0.98,1.29
8004,SAZERAC CO INC,8970,Ice Box Manhattan,7.99,9.99,1750.0,7481,59773.19,7460.0,80009.4,37025.74,13706.67,50293.62,20236.21,25.29,1.0,1.34
12546,JIM BEAM BRANDS COMPANY,1258,Jim Beam Black,17.03,22.99,750.0,3506,59707.18,3525.0,82331.75,68549.67,2780.3,123880.97,22624.57,27.48,1.01,1.38
3252,E & J GALLO WINERY,44037,Barefoot Pnt Grigio Cal,3.42,6.29,750.0,17454,59692.68,17447.0,102200.33,38266.85,1948.86,61966.91,42507.65,41.59,1.0,1.71
3960,DIAGEO NORTH AMERICA INC,5815,Godiva Dark Chocolate,15.71,23.99,750.0,3799,59682.29,3629.0,83507.71,63448.54,2860.97,257032.07,23825.42,28.53,0.96,1.4
1392,CONSTELLATION BRANDS INC,32675,Blackstone Cab Svgn Cal,4.57,7.99,750.0,13055,59661.35,13066.0,105848.34,43321.17,1458.36,79528.99,46186.99,43.64,1.0,1.77
7245,PROXIMO SPIRITS INC.,1464,Tin Cup Whiskey,19.22,25.99,750.0,3101,59601.22,2800.0,73331.0,56336.52,2207.5,38994.78,13729.78,18.72,0.9,1.23
7245,PROXIMO SPIRITS INC.,5767,Jose Cuervo Strawberry Marg,10.36,13.99,1750.0,5753,59601.08,5918.0,86715.82,62986.08,10878.17,38994.78,27114.74,31.27,1.03,1.45
4425,MARTIGNETTI COMPANIES,18868,Josh Cellars Merlot,9.33,14.99,750.0,6388,59600.04,6223.0,89948.31,45941.16,692.73,144929.24,30348.27,33.74,0.97,1.51
8004,SAZERAC CO INC,5668,Dr McGillicuddy's Grape,9.69,13.99,750.0,6145,59545.05,5563.0,77415.37,54148.09,4384.06,50293.62,17870.32,23.08,0.91,1.3
3960,DIAGEO NORTH AMERICA INC,2465,Crown Royal Mini,2.15,2.99,50.0,27695,59544.25,27048.0,80873.52,28455.83,1404.22,257032.07,21329.27,26.37,0.98,1.36
3960,DIAGEO NORTH AMERICA INC,3580,Smirnoff Orange Vodka,8.08,10.99,750.0,7367,59525.36,6966.0,83586.34,62469.11,5491.38,257032.07,24060.98,28.79,0.95,1.4
12546,JIM BEAM BRANDS COMPANY,2979,Bowmore 12-Yr Scotch,35.43,49.99,750.0,1680,59522.4,1577.0,72319.23,61216.66,1244.09,123880.97,12796.83,17.69,0.94,1.21
1392,CONSTELLATION BRANDS INC,25021,Mark West Black Pnt Nr,7.28,13.99,750.0,8166,59448.48,8141.0,90162.59,36502.04,908.96,79528.99,30714.11,34.07,1.0,1.52
7239,REMY COINTREAU USA INC,4785,Remy Martin XO Excellence,53.95,74.99,375.0,1101,59398.95,274.0,21237.26,6609.13,107.64,16978.67,-38161.69,-179.69,0.25,0.36
3960,DIAGEO NORTH AMERICA INC,2602,Caol Ila 12 Yr Islay Single,43.84,59.99,750.0,1352,59271.68,1306.0,76535.94,63048.25,1030.1,257032.07,17264.26,22.56,0.97,1.29
6359,OLE SMOKY DISTILLERY LLC,5903,Ole Smoky Hunch Punch Moonsh,1.59,1.99,50.0,37220,59179.8,35141.0,69930.59,6869.48,1843.46,1922.0,10750.79,15.37,0.94,1.18
3252,E & J GALLO WINERY,3420,New Amsterdam Coconut Vodka,7.93,9.99,750.0,7448,59062.64,6490.0,67514.1,43136.58,5113.68,61966.91,8451.46,12.52,0.87,1.14
17035,PERNOD RICARD USA,5253,Kahlua Original Mudslide RTD,11.84,15.99,1750.0,4970,58844.8,4952.0,81454.48,59607.9,9103.09,123780.22,22609.68,27.76,1.0,1.38
7245,PROXIMO SPIRITS INC.,3725,Three Olives Pomegranate,9.35,12.99,750.0,6276,58680.6,6390.0,87030.1,54045.43,5034.43,38994.78,28349.5,32.57,1.02,1.48
7153,PINE STATE TRADING CO,6096,Kinky Blue Liqueur,12.77,16.99,750.0,4588,58588.76,4827.0,84733.73,65615.65,3805.73,15884.82,26144.97,30.86,1.05,1.45
9552,M S WALKER INC,39256,Schmitt Sohne Relax Mosel,5.16,9.99,750.0,11347,58550.52,10826.0,111823.74,56099.49,1205.53,55551.82,53273.22,47.64,0.95,1.91
12546,JIM BEAM BRANDS COMPANY,3257,Gilbeys London Dry Trav,4.5,5.99,750.0,12991,58459.5,12941.0,80751.59,55715.97,10195.74,123880.97,22292.09,27.61,1.0,1.38
17035,PERNOD RICARD USA,3388,Seagrams Extra Dry Gin,6.97,8.99,750.0,8387,58457.39,8588.0,80904.12,41805.72,6767.41,123780.22,22446.73,27.74,1.02,1.38
480,BACARDI USA INC,7982,M & R Sweet Vermouth,3.95,7.49,750.0,14780,58381.0,14838.0,107834.62,66777.15,11688.06,89286.27,49453.62,45.86,1.0,1.85
1128,BROWN-FORMAN CORP,3947,Herradura Anejo Tequila,34.84,45.99,750.0,1674,58322.16,1621.0,76814.79,64265.46,1278.49,68601.68,18492.63,24.07,0.97,1.32
480,BACARDI USA INC,4277,Bacardi Limon Rum,4.68,5.99,375.0,12460,58312.8,11006.0,46397.94,13307.65,4327.14,89286.27,-11914.86,-25.68,0.88,0.8
3252,E & J GALLO WINERY,4550,E & J XO Brandy,9.92,12.99,750.0,5873,58260.16,5439.0,70652.61,54259.23,4287.99,61966.91,12392.45,17.54,0.93,1.21
1392,CONSTELLATION BRANDS INC,8730,Ruffino Orvieto Clsc,5.5,6.99,750.0,10585,58217.5,10569.0,81866.31,35610.87,8321.54,79528.99,23648.81,28.89,1.0,1.41
9552,M S WALKER INC,42579,Voga del Venezie Pnt Grigio,6.53,9.99,750.0,8910,58182.3,8902.0,90502.98,42446.39,992.04,55551.82,32320.68,35.71,1.0,1.56
9625,WESTERN SPIRITS BEVERAGE CO,2975,Bird Dog Blackberry Whiskey,11.32,14.99,750.0,5135,58128.2,4818.0,74248.82,57792.58,3798.33,1933.19,16120.62,21.71,0.94,1.28
10754,PERFECTA WINES,2549,WhistlePig 10Yr Rye,29.49,44.99,375.0,1971,58124.79,1906.0,81941.94,68589.07,745.72,28720.52,23817.15,29.07,0.97,1.41
4425,MARTIGNETTI COMPANIES,36523,Ch Macard Brdx Superieur,10.34,14.99,750.0,5621,58121.14,5366.0,80436.34,47308.44,595.72,144929.24,22315.2,27.74,0.95,1.38
4466,AMERICAN VINTAGE BEVERAGE,5255,TGI Fridays Ultimte Mudslide,9.35,12.99,1750.0,6215,58110.25,6096.0,79187.04,51180.6,11204.28,793.91,21076.79,26.62,0.98,1.36
12546,JIM BEAM BRANDS COMPANY,4343,Cruzan Blueberry Lemonade,6.47,8.99,750.0,8979,58094.13,8800.0,88209.0,53945.23,6932.03,123880.97,30114.87,34.14,0.98,1.52
6785,PALM BAY INTERNATIONAL INC,19662,Santa Rita 120 Svgn Bl,4.07,5.99,750.0,14267,58066.69,14036.0,84075.64,31309.73,1568.25,13605.41,26008.95,30.94,0.98,1.45
8673,STE MICHELLE WINE ESTATES,16819,H3 Horse Heaven Hills Cab Sv,8.21,11.99,750.0,7069,58036.49,7965.0,98325.35,34243.56,890.38,15919.7,40288.86,40.98,1.13,1.69
10754,PERFECTA WINES,31542,Morgan Winery Twelve Clones,16.1,23.99,750.0,3604,58024.4,3498.0,95421.02,47344.67,389.38,28720.52,37396.62,39.19,0.97,1.64
12546,JIM BEAM BRANDS COMPANY,1993,Maker's Mark 46,17.16,22.99,375.0,3381,58017.96,3132.0,62422.68,42311.91,1228.07,123880.97,4404.72,7.06,0.93,1.08
3252,E & J GALLO WINERY,7198,New Amsterdam Pineapple Vdka,7.4,9.99,750.0,7835,57979.0,6825.0,70838.75,44033.66,5377.8,61966.91,12859.75,18.15,0.87,1.22
4425,MARTIGNETTI COMPANIES,37786,Lindemans Bin 45 Cab Svgn,6.45,9.99,1500.0,8988,57972.6,9100.0,91719.28,43024.82,2037.68,144929.24,33746.68,36.79,1.01,1.58
1485,CASTLE BRANDS CORP.,1835,Knappogue Castle Irish Whsky,19.7,26.99,750.0,2942,57957.4,2781.0,90656.19,70471.42,2192.81,8497.59,32698.79,36.07,0.95,1.56
8352,LUXCO INC,4932,Arrow Ginger Brandy,4.5,7.99,750.0,12869,57910.5,12940.0,93900.6,44041.94,10189.7,10261.6,35990.1,38.33,1.01,1.62
9206,PHILLIPS PRODUCTS CO.,3464,UV Blue Raspberry Vodka,10.06,13.99,1750.0,5755,57895.3,6275.0,96343.25,61572.2,11533.01,2211.83,38447.95,39.91,1.09,1.66
8352,LUXCO INC,2847,The Quiet Man Irish Whiskey,28.56,39.99,750.0,2027,57891.12,1639.0,49793.61,42216.12,1292.93,10261.6,-8097.51,-16.26,0.81,0.86
7153,PINE STATE TRADING CO,5676,Kinky Liqueur,1.42,1.99,50.0,40753,57869.26,40992.0,81574.08,24500.88,2133.24,15884.82,23704.82,29.06,1.01,1.41
1128,BROWN-FORMAN CORP,1867,Jack Daniels Tennessee Honey,2.15,2.99,50.0,26904,57843.6,25571.0,76457.29,26865.15,1325.95,68601.68,18613.69,24.35,0.95,1.32
9165,ULTRA BEVERAGE COMPANY LLP,2790,High West American Prairie,24.44,32.99,750.0,2366,57825.04,2032.0,64338.68,50576.03,1602.3,68054.7,6513.64,10.12,0.86,1.11
5270,MANGO BOTTLING INC,7867,Tooters Red-diculous 15 Pk,7.68,9.99,375.0,7528,57815.04,7037.0,64000.63,29491.59,2764.82,1034.42,6185.59,9.66,0.93,1.11
17035,PERNOD RICARD USA,2917,Paddy's Irish Whiskey,15.62,19.99,750.0,3701,57809.62,3554.0,69846.46,52439.4,2801.68,123780.22,12036.84,17.23,0.96,1.21
4425,MARTIGNETTI COMPANIES,24934,T-Vine Zinfandel Napa,10.27,14.99,750.0,5625,57768.75,5518.0,82714.82,19741.83,618.81,144929.24,24946.07,30.16,0.98,1.43
12546,JIM BEAM BRANDS COMPANY,1273,Jim Beam Choice,23.19,31.99,1750.0,2491,57766.29,2722.0,82402.78,61050.84,5004.4,123880.97,24636.49,29.9,1.09,1.43
6359,OLE SMOKY DISTILLERY LLC,5858,Ole Smoky Apple Pie Moonshin,1.58,1.99,50.0,36494,57660.52,35639.0,70921.61,6708.29,1869.05,1922.0,13261.09,18.7,0.98,1.23
4425,MARTIGNETTI COMPANIES,2647,Wiggly Bridge Bourbon Sm Brl,41.3,56.99,750.0,1396,57654.8,1071.0,57858.29,44882.67,844.51,144929.24,203.49,0.35,0.77,1.0
12546,JIM BEAM BRANDS COMPANY,2290,Jim Beam Devils Cut Bourbon,18.04,23.99,750.0,3195,57637.8,3018.0,75566.82,65418.89,2380.97,123880.97,17929.02,23.73,0.94,1.31
2561,EDRINGTON AMERICAS,1639,The Famous Grouse,15.74,22.99,750.0,3660,57608.4,3602.0,75309.98,61740.54,2840.52,9654.5,17701.58,23.5,0.98,1.31
3960,DIAGEO NORTH AMERICA INC,3610,Smirnoff Cranberry Vodka,8.26,10.99,750.0,6972,57588.72,6906.0,81002.94,55164.15,5441.69,257032.07,23414.22,28.91,0.99,1.41
8004,SAZERAC CO INC,2212,Canadian Rich & Rare,8.72,13.99,1750.0,6597,57525.84,6516.0,74835.84,40110.28,11973.42,50293.62,17310.0,23.13,0.99,1.3
3924,HEAVEN HILL DISTILLERIES,3244,Burnetts Vodka,4.32,5.79,750.0,13307,57486.24,13327.0,83141.93,52603.45,10496.78,14069.87,25655.69,30.86,1.0,1.45
9815,WINE GROUP INC,23595,Almaden Burgundy B/B,9.93,16.99,5000.0,5787,57464.91,5767.0,89359.33,61170.62,4325.25,27100.41,31894.42,35.69,1.0,1.56
4425,MARTIGNETTI COMPANIES,6873,Guigal Cotes du Rhone Red,9.2,14.99,750.0,6245,57454.0,6210.0,91025.9,46927.17,691.13,144929.24,33571.9,36.88,0.99,1.58
2561,EDRINGTON AMERICAS,4270,Brugal Anejo Rum,12.97,19.99,750.0,4426,57405.22,4332.0,76435.68,52437.36,3413.84,9654.5,19030.46,24.9,0.98,1.33
9552,M S WALKER INC,28474,Burgans Albarino Baixas Rio,7.14,12.99,750.0,8039,57398.46,7682.0,93003.18,40079.44,857.01,55551.82,35604.72,38.28,0.96,1.62
3664,WILLIAM GRANT & SONS INC,1760,William Grant Scotch,19.69,25.99,1750.0,2915,57396.35,2852.0,74411.48,49673.97,5242.21,30234.42,17015.13,22.87,0.98,1.3
4425,MARTIGNETTI COMPANIES,6526,Peter Lehmann Shiraz,5.29,18.99,750.0,10847,57380.63,10583.0,88448.17,23532.44,1186.18,144929.24,31067.54,35.13,0.98,1.54
2242,DELICATO VINEYARDS INC,46734,Gnarly Head Cab Svgn Cal,6.84,9.99,750.0,8342,57059.28,8086.0,80390.3,36868.01,901.58,7982.65,23331.02,29.02,0.97,1.41
1128,BROWN-FORMAN CORP,1295,Jack Daniels No 7 Black,2.89,3.99,100.0,19736,57037.04,19747.0,78790.53,23876.16,2068.2,68601.68,21753.49,27.61,1.0,1.38
9165,ULTRA BEVERAGE COMPANY LLP,10626,MezzaCorona Pnt Nr,7.53,10.99,1500.0,7564,56956.92,6977.0,72530.69,38712.65,1559.04,68054.7,15573.77,21.47,0.92,1.27
8004,SAZERAC CO INC,4762,Hartley Brandy VS,5.03,6.99,750.0,11314,56909.42,11375.0,81203.25,47878.32,8960.02,50293.62,24293.83,29.92,1.01,1.43
17035,PERNOD RICARD USA,3890,Absolut Peppar,12.59,16.99,750.0,4520,56906.8,4355.0,77049.45,53978.52,3432.34,123780.22,20142.65,26.14,0.96,1.35
3960,DIAGEO NORTH AMERICA INC,1085,Baileys Pumpkin Spice,14.81,19.99,750.0,3840,56870.4,3839.0,76740.61,27925.03,3022.34,257032.07,19870.21,25.89,1.0,1.35
10000,MAJESTIC FINE WINES,6984,Kendall Jackson Vntrs RSV Me,10.96,16.99,750.0,5183,56805.68,5733.0,100693.67,54059.4,637.32,17587.59,43887.99,43.59,1.11,1.77
4425,MARTIGNETTI COMPANIES,6742,Rodney Strong Chalk Hill Cha,12.49,18.99,750.0,4548,56804.52,3328.0,61527.72,31785.84,370.2,144929.24,4723.2,7.68,0.73,1.08
4425,MARTIGNETTI COMPANIES,24631,Acumen Moutainside Red Napa,16.77,24.99,750.0,3385,56766.45,4595.0,114829.05,44657.13,512.88,144929.24,58062.6,50.56,1.36,2.02
9819,TREASURY WINE ESTATES,35916,Stone Cellars Merlot,5.29,8.99,1500.0,10712,56666.48,10604.0,95530.96,44695.02,2374.53,14836.57,38864.48,40.68,0.99,1.69
1392,CONSTELLATION BRANDS INC,28658,R Mondavi Pnt Nr Pvt Sel,4.53,7.99,750.0,12507,56656.71,11841.0,96997.74,35370.18,1323.11,79528.99,40341.03,41.59,0.95,1.71
3960,DIAGEO NORTH AMERICA INC,4282,Capt Morgan White Pineapple,9.69,14.99,750.0,5843,56618.67,5947.0,78631.53,51620.09,4686.23,257032.07,22012.86,27.99,1.02,1.39
2000,SOUTHERN WINE & SPIRITS NE,26250,Roederer Est Brut,13.63,20.99,750.0,4152,56591.76,3989.0,86717.61,44196.76,444.19,19016.59,30125.85,34.74,0.96,1.53
9552,M S WALKER INC,34439,Toad Hollow Mendocino Chard,8.38,15.99,750.0,6750,56565.0,6621.0,88514.79,42729.03,737.29,55551.82,31949.79,36.1,0.98,1.56
3252,E & J GALLO WINERY,2534,The Dalmore 12Yr Single Malt,35.99,44.99,750.0,1571,56540.29,1574.0,95329.26,82261.44,1241.74,61966.91,38788.97,40.69,1.0,1.69
6785,PALM BAY INTERNATIONAL INC,12203,Cavit Prosecco Lunetta,6.84,9.99,187.0,8258,56484.72,8096.0,80879.04,32427.54,230.7,13605.41,24394.32,30.16,0.98,1.43
4425,MARTIGNETTI COMPANIES,15922,Primo Amore Moscato,7.82,11.49,750.0,7218,56444.76,6959.0,70048.41,33225.54,775.54,144929.24,13603.65,19.42,0.96,1.24
17035,PERNOD RICARD USA,21055,Sandeman Imperial 20-Yr Taw,24.02,39.99,750.0,2348,56398.96,2244.0,88566.56,66268.2,247.93,123780.22,32167.6,36.32,0.96,1.57
480,BACARDI USA INC,4050,Bacardi Oakheart Spiced Rum,8.72,11.99,750.0,6464,56366.08,6399.0,76882.01,59128.4,5044.44,89286.27,20515.93,26.68,0.99,1.36
4425,MARTIGNETTI COMPANIES,2678,Michter's Straight Rye,31.99,44.99,750.0,1761,56334.39,1507.0,64537.93,52028.87,1188.66,144929.24,8203.54,12.71,0.86,1.15
480,BACARDI USA INC,7978,M & R X Dry Vermouth,3.95,7.49,750.0,14255,56307.25,14313.0,103852.37,67609.4,11276.15,89286.27,47545.12,45.78,1.0,1.84
8673,STE MICHELLE WINE ESTATES,6174,Columbia Crest Grand Merlot,5.8,9.99,750.0,9708,56306.4,10484.0,98663.76,40444.71,1170.34,15919.7,42357.36,42.93,1.08,1.75
3252,E & J GALLO WINERY,3161,New Amsterdam Red Berry,6.66,9.99,750.0,8454,56303.64,7286.0,75662.14,49177.7,5740.93,61966.91,19358.5,25.59,0.86,1.34
9815,WINE GROUP INC,8120,Tribuno Sweet Vermouth,7.08,8.99,1500.0,7946,56257.68,7986.0,71058.14,42773.97,12559.73,27100.41,14800.46,20.83,1.01,1.26
9819,TREASURY WINE ESTATES,32649,Beringer Classic Wh Merlot,5.13,7.99,1500.0,10965,56250.45,11116.0,101964.84,50310.72,2488.61,14836.57,45714.39,44.83,1.01,1.81
4692,KOBRAND CORPORATION,11915,Sequoia Grove Cab Svgn,19.6,32.99,750.0,2867,56193.2,2050.0,65067.5,34683.09,227.79,9139.38,8874.3,13.64,0.72,1.16
4950,LATITUDE BEVERAGE COMPANY,14805,Ninety+Cellars Lot 23 Malbec,5.8,8.99,750.0,9681,56149.8,9019.0,85790.81,34954.35,1006.5,1610.0,29641.01,34.55,0.93,1.53
12546,JIM BEAM BRANDS COMPANY,6552,Harveys Bristol Cream Sherry,13.99,20.99,1500.0,4011,56113.89,4014.0,92281.86,63268.48,893.13,123880.97,36167.97,39.19,1.0,1.64
12546,JIM BEAM BRANDS COMPANY,3883,Hornitos Lime Shot Tequila,15.43,20.99,750.0,3634,56072.62,3600.0,83757.0,70991.48,2839.76,123880.97,27684.38,33.05,0.99,1.49
17035,PERNOD RICARD USA,2041,Redbreast 15 Yr Old Irish,61.14,84.99,750.0,917,56065.38,739.0,67302.61,57353.71,583.05,123780.22,11237.23,16.7,0.81,1.2
7245,PROXIMO SPIRITS INC.,4130,Kraken Black Spiced Rum,6.81,10.99,375.0,8226,56019.06,8110.0,88537.9,65722.88,3178.05,38994.78,32518.84,36.73,0.99,1.58
8892,TRINCHERO FAMILY ESTATES,45503,Rebel The Show Cab Svgn,6.8,11.99,750.0,8229,55957.2,8118.0,81098.82,31388.58,907.23,11595.97,25141.62,31.0,0.99,1.45
1590,DIAGEO CHATEAU ESTATE WINES,6278,Sterling Svgn Bl,7.55,12.99,750.0,7410,55945.5,6981.0,78158.11,34756.65,778.78,7259.75,22212.61,28.42,0.94,1.4
12546,JIM BEAM BRANDS COMPANY,3984,Sauza Tres Generacions Anejo,32.3,44.99,750.0,1732,55943.6,1668.0,71622.32,61394.71,1315.91,123880.97,15678.72,21.89,0.96,1.28
660,SAZERAC NORTH AMERICA INC.,4796,Caravella Limoncello,12.31,21.99,750.0,4543,55924.33,4459.0,77476.41,49198.59,3513.59,17932.33,21552.08,27.82,0.98,1.39
8004,SAZERAC CO INC,5134,Dr McGillicuddy's Cherry,10.39,13.99,750.0,5377,55867.03,4718.0,66881.82,47521.52,3718.4,50293.62,11014.79,16.47,0.88,1.2
12546,JIM BEAM BRANDS COMPANY,5597,DeKuyper Watermelon Pucker,7.63,10.99,750.0,7318,55836.34,7243.0,74995.57,50678.04,5707.14,123880.97,19159.23,25.55,0.99,1.34
17035,PERNOD RICARD USA,2198,Chivas Regal Extra,28.67,38.99,750.0,1947,55820.49,1564.0,54836.36,40260.52,1232.91,123780.22,-984.13,-1.79,0.8,0.98
9165,ULTRA BEVERAGE COMPANY LLP,16189,Frescobaldi Tenuta Castglni,17.87,27.99,750.0,3116,55682.92,2562.0,42959.38,20133.06,285.47,68054.7,-12723.54,-29.62,0.82,0.77
4425,MARTIGNETTI COMPANIES,25709,Hallowed Ground Proprtry Red,10.8,15.99,750.0,5152,55641.6,3177.0,50800.23,19763.64,354.96,144929.24,-4841.37,-9.53,0.62,0.91
7245,PROXIMO SPIRITS INC.,79,Three Olives Loopy Vodka,9.62,14.99,750.0,5779,55593.98,5686.0,78923.14,57811.51,4481.28,38994.78,23329.16,29.56,0.98,1.42
4425,MARTIGNETTI COMPANIES,34175,Lindemans Bin 50 Shiraz,6.49,9.99,1500.0,8564,55580.36,8580.0,88031.4,44510.18,1919.61,144929.24,32451.04,36.86,1.0,1.58
11567,CAMPARI AMERICA,3172,Skyy Infusions Blood Orange,10.31,12.99,750.0,5390,55570.9,5361.0,70998.39,51046.53,4225.14,20964.81,15427.49,21.73,0.99,1.28
17035,PERNOD RICARD USA,5776,Malibu Black,16.29,21.99,1750.0,3408,55516.32,3398.0,75531.02,57576.11,6246.64,123780.22,20014.7,26.5,1.0,1.36
4425,MARTIGNETTI COMPANIES,18641,Yellow Tail Big Bold Red,6.01,9.99,1500.0,9221,55418.21,9235.0,89675.35,41011.45,2068.11,144929.24,34257.14,38.2,1.0,1.62
7153,PINE STATE TRADING CO,19645,Line 39 Pnt Nr,5.26,9.99,750.0,10515,55308.9,9956.0,95742.8,40412.14,1111.18,15884.82,40433.9,42.23,0.95,1.73
7245,PROXIMO SPIRITS INC.,8437,Maestro Dobel Diamond Tequla,26.31,49.99,750.0,2102,55303.62,1802.0,66066.98,47062.27,1420.32,38994.78,10763.36,16.29,0.86,1.19
6785,PALM BAY INTERNATIONAL INC,6572,Ch Greysac,11.76,17.99,750.0,4700,55272.0,4676.0,82308.24,44104.02,520.01,13605.41,27036.24,32.85,0.99,1.49
8664,"STOLI GROUP,(USA) LLC",599,Stolichnaya Razberi,17.03,22.99,1000.0,3243,55228.29,3275.0,77846.25,39351.46,3438.75,18544.49,22617.96,29.05,1.01,1.41
12546,JIM BEAM BRANDS COMPANY,1355,Knob Creek Bourbon,2.59,3.49,50.0,21305,55179.95,20551.0,78828.49,34925.81,1059.54,123880.97,23648.54,30.0,0.96,1.43
8004,SAZERAC CO INC,2630,Old Pulteney Single Malt Sc,29.91,37.99,750.0,1844,55154.04,1790.0,68916.1,56874.24,1411.74,50293.62,13762.06,19.97,0.97,1.25
12546,JIM BEAM BRANDS COMPANY,2769,Laphroaig Quarter Cask,38.4,55.99,750.0,1435,55104.0,1510.0,87046.9,72484.42,1191.13,123880.97,31942.9,36.7,1.05,1.58
3252,E & J GALLO WINERY,32989,Barefoot Cab Svgn Cal,5.78,8.79,1500.0,9514,54990.92,8764.0,92286.32,52469.57,1958.37,61966.91,37295.4,40.41,0.92,1.68
4425,MARTIGNETTI COMPANIES,46201,Petite Petit Phillips Lodi,11.25,17.99,750.0,4879,54888.75,4825.0,84721.75,45695.11,536.74,144929.24,29833.0,35.21,0.99,1.54
10000,MAJESTIC FINE WINES,19357,Kendall Jackson Vntnr Rsv Ch,3.92,5.99,375.0,13996,54864.32,13829.0,84546.71,25398.58,781.31,17587.59,29682.39,35.11,0.99,1.54
12546,JIM BEAM BRANDS COMPANY,8823,Leroux Apricot Brandy,5.42,6.99,750.0,10119,54844.98,10014.0,74626.86,45492.04,7889.08,123880.97,19781.88,26.51,0.99,1.36
8664,"STOLI GROUP,(USA) LLC",3039,Stoli Salted Karamel,13.38,16.99,750.0,4098,54831.24,4277.0,77290.23,48240.39,3370.02,18544.49,22458.99,29.06,1.04,1.41
3960,DIAGEO NORTH AMERICA INC,8962,Pimms Cup No 1,13.84,17.99,750.0,3944,54584.96,3826.0,72967.74,44704.58,3014.49,257032.07,18382.78,25.19,0.97,1.34
12546,JIM BEAM BRANDS COMPANY,5539,DeKuyper Hot Damn 100*,8.39,12.99,750.0,6504,54568.56,6415.0,76002.85,50385.58,5053.51,123880.97,21434.29,28.2,0.99,1.39
12546,JIM BEAM BRANDS COMPANY,8448,Cruzan Aged Dark Rum,7.51,10.99,750.0,7266,54567.66,7193.0,73330.07,56821.37,5670.39,123880.97,18762.41,25.59,0.99,1.34
3664,WILLIAM GRANT & SONS INC,377,Hendrick's Gin,28.35,37.99,1000.0,1924,54545.4,1529.0,58086.71,40573.32,1605.45,30234.42,3541.31,6.1,0.79,1.06
8112,MOET HENNESSY USA INC,1024,Hennessey VS +VSOP 50mL,19.99,31.99,750.0,2726,54492.74,3603.0,113223.97,19146.9,2837.63,48347.26,58731.23,51.87,1.32,2.08
3960,DIAGEO NORTH AMERICA INC,3104,Smirnoff Whipped Cream,8.72,12.99,750.0,6241,54421.52,6245.0,74882.55,55074.42,4922.11,257032.07,20461.03,27.32,1.0,1.38
9165,ULTRA BEVERAGE COMPANY LLP,19831,Cesari Boscarel,6.84,9.99,750.0,7952,54391.68,7866.0,78581.34,30239.73,879.38,68054.7,24189.66,30.78,0.99,1.44
4692,KOBRAND CORPORATION,8628,Jadot Macon Villages Blanc,5.95,11.99,750.0,9134,54347.3,10066.0,120124.34,46778.11,1123.98,9139.38,65777.04,54.76,1.1,2.21
3089,SIDNEY FRANK IMPORTING CO,2045,Monkey 47 Dry Gin,30.39,37.99,375.0,1788,54337.32,1612.0,61239.88,45777.95,631.46,8549.55,6902.56,11.27,0.9,1.13
3960,DIAGEO NORTH AMERICA INC,1383,Smirnoff Red White & Berry,8.02,12.99,750.0,6768,54279.36,6766.0,74398.34,22804.27,5326.79,257032.07,20118.98,27.04,1.0,1.37
4425,MARTIGNETTI COMPANIES,27644,Cline Znfdl Cal,6.84,11.99,750.0,7924,54200.16,7999.0,79910.01,41148.81,889.94,144929.24,25709.85,32.17,1.01,1.47
480,BACARDI USA INC,4258,Bacardi Mango Fusion,7.35,11.99,750.0,7365,54132.75,7359.0,83206.41,52760.27,5798.4,89286.27,29073.66,34.94,1.0,1.54
